来源平台,店铺,商品标题,价格,评论人,评价星级,评价内容,评论时间,商品属性,商品ID,点赞/有用数,追评内容,追评时间,好评度,评价关键词,评论类型
京东,安踏旗舰店,安踏霸道系列休闲鞋男2026新款潮流厚底板鞋百搭,354,4***y,5星,鞋子的包裹感做得很好脚在鞋里不会左右滑动，后跟的支撑也到位平时走路和慢跑都能兼顾。,2026/3/4,颜色:白红;尺码:39,278182028458,41.0,,,好评,"百搭,尺码标准,舒适透气",默认评价
京东,中国黄金旗舰店,中国黄金足金999黄金戒指男女款活圈可调节指环,1005,匿名买家,5星,戒指活口的设计很人性化可以根据手指粗细自由调节松紧度，戴上去贴合舒适不会晃动。,2025/10/10,重量:约10g;材质:足金999,731052645275,42.0,,,好评,"足金999,款式大方,克重足",有图评价
京东,雅鹿官方旗舰店,雅鹿大豆纤维被冬被加厚保暖被芯双人春秋被子,174,郑**鹏,5星,这个大豆纤维被盖起来比棉被轻了至少一半但保暖性一点不差，翻身的时候也没有声音很安静。,2026/3/31,颜色:藏青;尺码:XL,228195727943,,,,好评,"保暖好,不掉色,面料好",有图评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉男童短袖T恤2026夏季新款纯棉透气百搭上衣,64,3***b,5星,幼儿园开学给娃买的新衣服，纯棉面料很柔软，孩子好动也不觉得束缚，领口做了包边不会磨脖子。,2025/12/25,颜色:蓝色;尺码:130cm,205784452717,,,,好评,"纯棉柔软,A类面料,孩子喜欢",默认评价
京东,海澜之家旗舰店,海澜之家衬衫男长袖春秋纯棉商务正装免烫抗皱白衬衣,219,e***w,5星,料子很厚实但穿在身上不显得臃肿剪裁合身，活动起来灵活自如不受限制。,2026/1/15,颜色:黑色;尺码:XL,960455457209,17.0,,,好评,"纯棉透气,面料舒适,显气质",有图评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童打底裤纯棉A类婴幼儿安全舒适九分裤,39,7***p,4星,料子很厚实但穿在身上不显得臃肿剪裁合身，小朋友活动起来灵活自如不受限制。,2026/3/31,颜色:黄色;尺码:100cm,279460301000,,,,好评,"A类面料,孩子喜欢,做工精致",默认评价
京东,安踏旗舰店,安踏C37 4.0男鞋软底缓震运动鞋2026夏季新款网面透气跑步鞋,385,8***d,5星,之前一直穿别的牌子这次换这个试了一次就回不去了，同样的价位这个舒适度明显高出一截。,2026/2/11,颜色:纯白;尺码:40,840326173690,37.0,,,好评,"舒适透气,防滑耐磨,百搭",有图评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉男童短袖T恤2026夏季新款纯棉透气百搭上衣,72,匿名买家,5星,儿子试穿了一下就不肯脱下来，他说穿着比校服舒服多了，看了一下衣服标签确实是A类面料，给小孩穿完全放心。,2025/12/17,颜色:白色;尺码:110cm,313718469404,46.0,,,好评,"穿着舒适,做工精致,A类面料",有图评价
京东,中国黄金旗舰店,中国黄金足金黄金项链女士锁骨链小蛮腰吊坠套链,1461,i***j,5星,手链的竹节工艺每一节都打磨得很圆润戴了两个月了还是跟新的一样亮，洗澡的时候也不摘完全没问题。,2025/10/1,重量:约5g;材质:足金999,538805601381,6.0,,,好评,"克重足,做工精致,足金999",追加评论
京东,中国黄金旗舰店,中国黄金足金黄金项链女士锁骨链小蛮腰吊坠套链,1996,1***r,5星,手链的竹节工艺每一节都打磨得很圆润戴了两个月了还是跟新的一样亮，洗澡的时候也不摘完全没问题。,2026/5/21,重量:约10g;材质:足金999,598870300013,44.0,,,好评,"做工精致,款式大方,克重足",默认评价
京东,中国黄金旗舰店,中国黄金足金999黄金戒指男女款活圈可调节指环,2106,3**3,4星,金耳钉的做工很到位花朵造型上面每一个花瓣都打磨得很光滑，戴着完全不刮耳朵洗澡睡觉都不用摘。,2026/5/19,重量:约8g;材质:足金999,686461250457,1.0,,,好评,"足金999,款式大方,做工精致",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯ULTRABOOST 22跑步鞋男子缓震透气运动鞋,1099,匿名买家,5星,穿了差不多一个月了才来评价鞋底基本上没有什么磨损，防滑做得相当好下雨天走在瓷砖上也不滑。,2026/5/14,颜色:灰蓝;尺码:43,162791892397,,,,好评,"防滑耐磨,舒适透气,缓震好",有图评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉儿童卫衣春秋款加绒保暖圆领套头衫,92,林**鹏,5星,料子很厚实但穿在身上不显得臃肿剪裁合身，小朋友活动起来灵活自如不受限制。,2026/7/1,颜色:蓝色;尺码:130cm,399432413010,,,,好评,"做工精致,穿着舒适,A类面料",默认评价
京东,李宁旗舰店,李宁运动长裤男夏季薄款透气束脚跑步休闲卫裤,282,5***j,4星,款式很时尚跟广告图里一模一样，朋友看了都问我在哪买的。,2025/12/1,颜色:黑色;尺码:XL,894015272048,,,,好评,"面料舒适,做工好,百搭好穿",默认评价
京东,海澜之家旗舰店,海澜之家皮带头层牛皮男士自动扣休闲百搭腰带,142,i***p,3星,扣头的光泽度比图片上稍微差一点但不至于难看，皮子质量还行厚度也够。,2026/3/8,颜色:黑色;长度:110cm,864108803483,,,,中评,"手感好,正品,皮质厚实",追加评论
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉儿童防晒衣轻薄透气防紫外线户外亲子外套,79,j***z,4星,孩子挺喜欢的但是唯一美中不足的是袖子稍微短了一点，我家孩子胳膊偏长，大部分小朋友应该没有这个问题。,2026/4/11,颜色:绿色;尺码:140cm,949981314408,49.0,,,中评,"穿着舒适,做工精致,A类面料",默认评价
京东,史努比官方旗舰店,史努比儿童防晒帽夏季遮阳帽UPF50+户外渔夫帽,49,匿名买家,4星,这家的版型很好不会袖子特别长身子又短，穿上去很精神利落。,2025/7/5,颜色:黑色;尺码:XL,234670886540,,,,好评,"显气质,纯棉透气,面料舒适",默认评价
京东,雅鹿官方旗舰店,雅鹿四件套纯棉100%全棉床上用品床单被套被罩,390,匿名买家,4星,保暖内衣的保暖效果是有的但是贴身穿有一点点扎，可能是我皮肤比较敏感的原因。,2025/7/20,颜色:卡其;尺码:L,715293241075,,,,中评,"面料好,性价比高,不掉色",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯三叶草运动长裤女宽松束脚休闲卫裤,437,6***e,5星,物流超级快昨天下单今天就收到了，拆开包装没有异味直接穿上了，大小正合适。,2026/5/12,颜色:卡其;尺码:L,541544290165,37.0,,,好评,"纯棉透气,显气质,面料舒适",默认评价
京东,史努比官方旗舰店,史努比儿童防晒帽夏季遮阳帽UPF50+户外渔夫帽,69,3**1,3星,做工整体还行但有几根线头没有修干净自己拿剪刀弄了一下，这个价位品控再仔细一点就更好了。,2025/12/9,颜色:灰色;尺码:M,577353864370,24.0,,,中评,"做工好,百搭好穿,显气质",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯4DFWD 2高科技网格结构跑鞋男,1291,i***f,4星,鞋面编织工艺看起来很高级不是那种廉价网面的感觉，整体的质感和专柜试穿时一模一样。,2026/1/6,颜色:白红;尺码:39,362742474812,,,,好评,"缓震好,防滑耐磨,百搭",默认评价
京东,安踏旗舰店,安踏运动短袖T恤男夏速干透气圆领宽松健身跑步上衣,150,刘**飞,5星,这家的版型很好不会袖子特别长身子又短，穿上去很精神利落。,2025/12/10,颜色:黑色;尺码:XL,180818833916,,,,好评,"做工好,百搭好穿,面料舒适",默认评价
京东,安踏旗舰店,安踏水花6代篮球鞋男夏季透气低帮实战球鞋防滑耐磨,337,k***l,4星,后跟的中底科技确实有效果特意跑了一次长距离，膝盖和脚踝的压力明显比之前穿的鞋要小很多。,2025/11/1,颜色:黑白;尺码:42,222868079062,,,,好评,"尺码标准,百搭,防滑耐磨",默认评价
京东,海澜之家旗舰店,海澜之家卫衣男春秋款加绒圆领宽松休闲套头衫,246,王**雨,5星,趁着活动买的比平时便宜了好几十块钱，质量一点没打折扣，棉质手感非常柔软细腻。,2026/4/21,颜色:黑色;尺码:XL,124500621519,59.0,,,好评,"面料舒适,百搭好穿,纯棉透气",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯运动短袖T恤男夏季新款速干透气跑步上衣,215,1**2,3星,做工整体还行但有几根线头没有修干净自己拿剪刀弄了一下，这个价位品控再仔细一点就更好了。,2026/2/16,颜色:白色;尺码:L,980640537809,45.0,,,中评,"纯棉透气,百搭好穿,面料舒适",有图评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰太阳镜女圆框偏光墨镜时尚复古防紫外线,1135,0**3,5星,太阳镜的镜片颜色很正戴上看东西很清晰不头晕，镜架轻巧挂在耳朵上一天也不觉得累。,2025/8/11,颜色:茶色,596286825227,,,,好评,"偏光效果好,百搭,镜框精致",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯三叶草运动长裤女宽松束脚休闲卫裤,480,匿名买家,5星,第二次买了，上一件穿了一个夏天洗了无数次还是好好的，这次又买了一件换着穿。,2025/10/19,颜色:卡其;尺码:L,355470675858,,,,好评,"面料舒适,百搭好穿,纯棉透气",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯三叶草运动长裤女宽松束脚休闲卫裤,443,8***h,4星,洗过好几次了也没有变形，颜色还是很鲜艳没有泛白的迹象，质量确实过硬。,2025/11/3,颜色:黑色;尺码:XL,206553686074,11.0,,,好评,"面料舒适,百搭好穿,纯棉透气",追加评论
京东,李宁旗舰店,李宁驭帅Evolution低帮篮球鞋男专业实战防滑透气耐磨,750,4***i,4星,买回来穿了几天就发现鞋底的纹路磨损得比想象中快，防滑性能倒是还在但耐磨这一块有待加强。,2025/7/15,颜色:灰蓝;尺码:43,755458525733,54.0,,,中评,"防滑耐磨,尺码标准,舒适透气",默认评价
京东,史努比官方旗舰店,史努比毛绒玩具正版授权史努比公仔抱枕玩偶送女生,40,匿名买家,5星,买给女儿的生日礼物她爱不释手，毛质柔软不掉毛洗了一次也不变形。,2026/6/9,款式:经典款;高度:45cm,657326594316,,,,好评,"孩子喜欢,正版授权,毛质柔软",默认评价
京东,海澜之家旗舰店,海澜之家短袖T恤男2026夏季新款纯棉免烫商务休闲翻领polo衫,201,匿名买家,2星,衣服收到的时候上面有不明的污渍痕迹怀疑是别人退过的又重新发货了，客服处理态度也不太好。,2025/11/30,颜色:灰色;尺码:M,429139222671,4.0,,,差评,"做工好,纯棉透气,面料舒适",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰男士双肩包商务旅行背包大容量轻便电脑包,2046,杨**涛,3星,整体还可以但没有想象中那么惊艳，皮质比专柜的硬了一些估计用一段时间会慢慢变软吧。,2025/11/17,颜色:黑色,297618775099,,,,中评,"百搭好看,五金精致,皮质好",默认评价
京东,雅鹿官方旗舰店,雅鹿枕头记忆棉慢回弹护颈椎助睡眠单人枕芯,100,6***v,5星,羽绒马甲穿在冲锋衣里面完全看不出来轻薄但是保暖效果真的好，零度左右的天气多穿一件就够了。,2025/7/6,颜色:酒红;尺码:M,983805079303,,,,好评,"面料好,做工精细,性价比高",默认评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰女士钱包经典老花长款三折钱包零钱包,612,朱**悦,4星,颜色比图片暗了一点但功能没问题卡槽也多，懒得退换就留下了。,2025/12/22,颜色:黑色,995715701677,4.0,,,中评,"皮质柔软,卡位多,做工细致",默认评价
京东,中国黄金旗舰店,中国黄金足金黄金项链女士锁骨链小蛮腰吊坠套链,3107,郑**芳,5星,收到以后特意拿去金店找人验了一下确实是足金999没有任何问题，而且工艺比店里同等克重的还要精细。,2025/11/23,重量:约10g;材质:足金999,604534398370,21.0,,,好评,"做工精致,款式大方,有证书",默认评价
京东,李宁旗舰店,李宁赤兔7代女子跑鞋2026新款轻质缓震耐磨训练鞋,410,7***s,4星,鞋后跟不磨脚这一点太重要了，穿新鞋第一天上脚跑了一圈一点不适感都没有。,2026/4/16,颜色:灰蓝;尺码:43,482309042140,,穿了半个月来追评鞋底踩开了穿起来比刚到手的时候还要舒服。,2026/5/18,好评,"尺码标准,舒适透气,百搭",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒服男短款2026冬季新款轻薄保暖连帽白鸭绒外套,532,4**6,5星,被子的边角做工很细致绗缝非常均匀没有跳线和漏针的现象，被芯也不会在里面乱跑。,2025/8/14,颜色:灰色;尺码:XXL,869637222335,,,,好评,"性价比高,面料好,不掉色",默认评价
京东,雅鹿官方旗舰店,雅鹿枕头记忆棉慢回弹护颈椎助睡眠单人枕芯,110,吴**瑶,5星,羽绒马甲叠起来完全不占地方出差带着很方便，早晚温差大的时候拿出来穿正好。,2025/8/30,颜色:酒红;尺码:M,823843257987,56.0,,,好评,"做工精细,不掉色,性价比高",默认评价
京东,安踏旗舰店,安踏运动短裤女2026夏季新款速干宽松透气健身五分裤,98,z***z,5星,这家的版型很好不会袖子特别长身子又短，穿上去很精神利落。,2026/2/7,颜色:白色;尺码:L,604656702220,,,,好评,"显气质,做工好,百搭好穿",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯4DFWD 2高科技网格结构跑鞋男,1261,吴**云,5星,后跟的中底科技确实有效果特意跑了一次长距离，膝盖和脚踝的压力明显比之前穿的鞋要小很多。,2025/9/30,颜色:深黑;尺码:41,258477928796,24.0,,,好评,"尺码标准,防滑耐磨,百搭",默认评价
京东,史努比官方旗舰店,史努比儿童防晒帽夏季遮阳帽UPF50+户外渔夫帽,57,匿名买家,5星,这件衣服走线非常工整，里外都翻了一遍没有找到任何多余的线头，品控很有水准。,2026/5/14,颜色:黑色;尺码:XL,583806136509,,,,好评,"纯棉透气,面料舒适,做工好",默认评价
京东,海澜之家旗舰店,海澜之家衬衫男长袖春秋纯棉商务正装免烫抗皱白衬衣,263,k***i,4星,中规中矩的一次购物没什么太大的惊喜但也没有明显的问题，几十块钱的东西也不能要求太多。,2025/11/13,颜色:黑色;尺码:XL,430573004183,,,,中评,"百搭好穿,做工好,面料舒适",默认评价
京东,FILA旗舰店,FILA斐乐运动背包男女大容量双肩包高中学生旅行书包,451,6***z,4星,这款包的设计非常百搭能装又能凹造型，无论是搭配休闲装还是偏正式的着装都不会显得突兀。,2025/10/22,颜色:酒红色,528216703538,,,,好评,"容量大,正品,皮质好",有图评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉男童运动裤夏季薄款宽松休闲长裤,66,陈**月,5星,儿子试穿了一下就不肯脱下来，他说穿着比校服舒服多了，看了一下衣服标签确实是A类面料，给小孩穿完全放心。,2025/9/11,颜色:绿色;尺码:140cm,556630993062,44.0,,,好评,"做工精致,纯棉柔软,A类面料",默认评价
京东,安踏旗舰店,安踏儿童运动鞋2026新款透气网面轻便跑步鞋中小童,313,匿名买家,5星,这双鞋比我预想的要轻很多上脚几乎没有负重感，跑了五公里下来膝盖也没有之前那么酸痛了。,2025/8/29,颜色:白红;尺码:39,704361743702,,穿了半个月来追评鞋底踩开了穿起来比刚到手的时候还要舒服。,2025/10/1,好评,"舒适透气,防滑耐磨,百搭",默认评价
京东,海澜之家旗舰店,海澜之家短袖T恤男2026夏季新款纯棉免烫商务休闲翻领polo衫,106,s***b,4星,款式很时尚跟广告图里一模一样，朋友看了都问我在哪买的。,2026/5/8,颜色:黑色;尺码:XL,999793767753,,,,好评,"百搭好穿,显气质,面料舒适",默认评价
